,size,time,type,value,sid
681,0,2018-04-24 18:59:37,BID,9397.2,XBTUSD KRKN Curncy
682,0,2018-04-24 18:59:37,ASK,9399.2,XBTUSD KRKN Curncy
683,0,2018-04-24 18:59:37,TRADE,9394.9,XBTUSD KRKN Curncy
684,0,2018-04-24 19:04:20,BID,9399.9,XBTUSD KRKN Curncy
685,0,2018-04-24 19:04:20,ASK,9404.8,XBTUSD KRKN Curncy
686,0,2018-04-24 19:04:20,TRADE,9400.0,XBTUSD KRKN Curncy
687,0,2018-04-24 19:09:29,BID,9390.1,XBTUSD KRKN Curncy
688,0,2018-04-24 19:09:29,ASK,9392.8,XBTUSD KRKN Curncy
689,0,2018-04-24 19:09:29,TRADE,9394.9,XBTUSD KRKN Curncy
690,0,2018-04-24 19:14:38,BID,9397.6,XBTUSD KRKN Curncy
691,0,2018-04-24 19:14:38,ASK,9400.0,XBTUSD KRKN Curncy
692,0,2018-04-24 19:14:38,TRADE,9398.0,XBTUSD KRKN Curncy
693,0,2018-04-24 19:19:03,BID,9342.3,XBTUSD KRKN Curncy
694,0,2018-04-24 19:19:03,ASK,9352.7,XBTUSD KRKN Curncy
695,0,2018-04-24 19:19:03,TRADE,9354.9,XBTUSD KRKN Curncy
696,0,2018-04-24 19:24:00,BID,9367.0,XBTUSD KRKN Curncy
697,0,2018-04-24 19:24:00,ASK,9371.8,XBTUSD KRKN Curncy
698,0,2018-04-24 19:24:00,TRADE,9372.0,XBTUSD KRKN Curncy
699,0,2018-04-24 19:28:58,BID,9375.3,XBTUSD KRKN Curncy
700,0,2018-04-24 19:28:58,ASK,9379.8,XBTUSD KRKN Curncy
701,0,2018-04-24 19:28:58,TRADE,9379.7,XBTUSD KRKN Curncy
702,0,2018-04-24 19:34:04,BID,9387.1,XBTUSD KRKN Curncy
703,0,2018-04-24 19:34:04,ASK,9390.5,XBTUSD KRKN Curncy
704,0,2018-04-24 19:34:04,TRADE,9387.1,XBTUSD KRKN Curncy
705,0,2018-04-24 19:39:06,BID,9450.0,XBTUSD KRKN Curncy
706,0,2018-04-24 19:39:06,ASK,9451.4,XBTUSD KRKN Curncy
707,0,2018-04-24 19:39:06,TRADE,9450.0,XBTUSD KRKN Curncy
708,0,2018-04-24 19:44:18,BID,9437.9,XBTUSD KRKN Curncy
709,0,2018-04-24 19:44:18,ASK,9444.8,XBTUSD KRKN Curncy
710,0,2018-04-24 19:44:18,TRADE,9437.9,XBTUSD KRKN Curncy
711,0,2018-04-24 19:49:05,BID,9438.7,XBTUSD KRKN Curncy
712,0,2018-04-24 19:49:05,ASK,9443.9,XBTUSD KRKN Curncy
713,0,2018-04-24 19:49:05,TRADE,9438.0,XBTUSD KRKN Curncy
714,0,2018-04-24 19:53:51,BID,9455.7,XBTUSD KRKN Curncy
715,0,2018-04-24 19:53:51,ASK,9459.0,XBTUSD KRKN Curncy
716,0,2018-04-24 19:53:51,TRADE,9458.9,XBTUSD KRKN Curncy
717,0,2018-04-24 19:58:55,BID,9457.0,XBTUSD KRKN Curncy
718,0,2018-04-24 19:58:55,ASK,9457.8,XBTUSD KRKN Curncy
719,0,2018-04-24 19:58:55,TRADE,9456.9,XBTUSD KRKN Curncy
720,0,2018-04-24 20:04:00,BID,9460.8,XBTUSD KRKN Curncy
721,0,2018-04-24 20:04:00,ASK,9462.0,XBTUSD KRKN Curncy
722,0,2018-04-24 20:04:00,TRADE,9462.0,XBTUSD KRKN Curncy
723,0,2018-04-24 20:09:01,BID,9431.8,XBTUSD KRKN Curncy
724,0,2018-04-24 20:09:01,ASK,9438.8,XBTUSD KRKN Curncy
725,0,2018-04-24 20:09:01,TRADE,9438.8,XBTUSD KRKN Curncy
726,0,2018-04-24 20:14:06,BID,9445.2,XBTUSD KRKN Curncy
727,0,2018-04-24 20:14:06,ASK,9445.6,XBTUSD KRKN Curncy
728,0,2018-04-24 20:14:06,TRADE,9445.6,XBTUSD KRKN Curncy
729,0,2018-04-24 20:19:23,BID,9444.0,XBTUSD KRKN Curncy
730,0,2018-04-24 20:19:23,ASK,9447.8,XBTUSD KRKN Curncy
731,0,2018-04-24 20:19:23,TRADE,9444.0,XBTUSD KRKN Curncy
732,0,2018-04-24 20:24:30,BID,9426.0,XBTUSD KRKN Curncy
733,0,2018-04-24 20:24:30,ASK,9426.3,XBTUSD KRKN Curncy
734,0,2018-04-24 20:24:30,TRADE,9426.0,XBTUSD KRKN Curncy
735,0,2018-04-24 20:29:18,BID,9435.2,XBTUSD KRKN Curncy
736,0,2018-04-24 20:29:18,ASK,9435.7,XBTUSD KRKN Curncy
737,0,2018-04-24 20:29:18,TRADE,9435.2,XBTUSD KRKN Curncy
738,0,2018-04-24 20:34:15,BID,9426.4,XBTUSD KRKN Curncy
739,0,2018-04-24 20:34:15,ASK,9426.5,XBTUSD KRKN Curncy
740,0,2018-04-24 20:34:15,TRADE,9426.0,XBTUSD KRKN Curncy
741,0,2018-04-24 20:39:23,BID,9417.2,XBTUSD KRKN Curncy
742,0,2018-04-24 20:39:23,ASK,9422.0,XBTUSD KRKN Curncy
743,0,2018-04-24 20:39:23,TRADE,9417.9,XBTUSD KRKN Curncy
744,0,2018-04-24 20:44:39,BID,9436.3,XBTUSD KRKN Curncy
745,0,2018-04-24 20:44:39,ASK,9442.2,XBTUSD KRKN Curncy
746,0,2018-04-24 20:44:39,TRADE,9440.8,XBTUSD KRKN Curncy
747,0,2018-04-24 20:49:24,BID,9438.0,XBTUSD KRKN Curncy
748,0,2018-04-24 20:49:24,ASK,9449.2,XBTUSD KRKN Curncy
749,0,2018-04-24 20:49:24,TRADE,9449.2,XBTUSD KRKN Curncy
750,0,2018-04-24 20:54:16,BID,9446.1,XBTUSD KRKN Curncy
751,0,2018-04-24 20:54:16,ASK,9456.9,XBTUSD KRKN Curncy
752,0,2018-04-24 20:54:16,TRADE,9446.1,XBTUSD KRKN Curncy
753,0,2018-04-24 20:59:13,BID,9447.3,XBTUSD KRKN Curncy
754,0,2018-04-24 20:59:13,ASK,9456.9,XBTUSD KRKN Curncy
755,0,2018-04-24 20:59:13,TRADE,9447.2,XBTUSD KRKN Curncy
756,0,2018-04-24 21:04:17,BID,9460.0,XBTUSD KRKN Curncy
757,0,2018-04-24 21:04:17,ASK,9464.9,XBTUSD KRKN Curncy
758,0,2018-04-24 21:04:17,TRADE,9464.9,XBTUSD KRKN Curncy
759,0,2018-04-24 21:09:09,BID,9471.3,XBTUSD KRKN Curncy
760,0,2018-04-24 21:09:09,ASK,9472.0,XBTUSD KRKN Curncy
761,0,2018-04-24 21:09:09,TRADE,9472.0,XBTUSD KRKN Curncy
762,0,2018-04-24 21:13:59,BID,9495.2,XBTUSD KRKN Curncy
763,0,2018-04-24 21:13:59,ASK,9498.9,XBTUSD KRKN Curncy
764,0,2018-04-24 21:13:59,TRADE,9495.2,XBTUSD KRKN Curncy
765,0,2018-04-24 21:19:04,BID,9480.1,XBTUSD KRKN Curncy
766,0,2018-04-24 21:19:04,ASK,9480.3,XBTUSD KRKN Curncy
767,0,2018-04-24 21:19:04,TRADE,9480.3,XBTUSD KRKN Curncy
768,0,2018-04-24 21:24:33,BID,9480.4,XBTUSD KRKN Curncy
769,0,2018-04-24 21:24:33,ASK,9485.0,XBTUSD KRKN Curncy
770,0,2018-04-24 21:24:33,TRADE,9485.0,XBTUSD KRKN Curncy
771,0,2018-04-24 21:29:02,BID,9467.3,XBTUSD KRKN Curncy
772,0,2018-04-24 21:29:02,ASK,9467.5,XBTUSD KRKN Curncy
773,0,2018-04-24 21:29:02,TRADE,9467.2,XBTUSD KRKN Curncy
774,0,2018-04-24 21:33:58,BID,9464.7,XBTUSD KRKN Curncy
775,0,2018-04-24 21:33:58,ASK,9464.9,XBTUSD KRKN Curncy
776,0,2018-04-24 21:33:58,TRADE,9458.1,XBTUSD KRKN Curncy
777,0,2018-04-24 21:38:48,BID,9488.7,XBTUSD KRKN Curncy
778,0,2018-04-24 21:38:48,ASK,9490.3,XBTUSD KRKN Curncy
779,0,2018-04-24 21:38:48,TRADE,9488.7,XBTUSD KRKN Curncy
780,0,2018-04-24 21:44:04,BID,9479.2,XBTUSD KRKN Curncy
781,0,2018-04-24 21:44:04,ASK,9480.0,XBTUSD KRKN Curncy
782,0,2018-04-24 21:44:04,TRADE,9479.2,XBTUSD KRKN Curncy
783,0,2018-04-24 21:49:12,BID,9483.3,XBTUSD KRKN Curncy
784,0,2018-04-24 21:49:12,ASK,9489.5,XBTUSD KRKN Curncy
785,0,2018-04-24 21:49:12,TRADE,9483.0,XBTUSD KRKN Curncy
786,0,2018-04-24 21:54:00,BID,9439.1,XBTUSD KRKN Curncy
787,0,2018-04-24 21:54:00,ASK,9440.0,XBTUSD KRKN Curncy
788,0,2018-04-24 21:54:00,TRADE,9439.1,XBTUSD KRKN Curncy
789,0,2018-04-24 21:59:04,BID,9461.2,XBTUSD KRKN Curncy
790,0,2018-04-24 21:59:04,ASK,9469.8,XBTUSD KRKN Curncy
791,0,2018-04-24 21:59:04,TRADE,9461.2,XBTUSD KRKN Curncy
792,0,2018-04-24 22:04:06,BID,9459.9,XBTUSD KRKN Curncy
793,0,2018-04-24 22:04:06,ASK,9460.9,XBTUSD KRKN Curncy
794,0,2018-04-24 22:04:06,TRADE,9460.0,XBTUSD KRKN Curncy
795,0,2018-04-24 22:08:59,BID,9465.3,XBTUSD KRKN Curncy
796,0,2018-04-24 22:08:59,ASK,9467.9,XBTUSD KRKN Curncy
797,0,2018-04-24 22:08:59,TRADE,9467.9,XBTUSD KRKN Curncy
798,0,2018-04-24 22:14:12,BID,9479.1,XBTUSD KRKN Curncy
799,0,2018-04-24 22:14:12,ASK,9479.8,XBTUSD KRKN Curncy
800,0,2018-04-24 22:14:12,TRADE,9477.0,XBTUSD KRKN Curncy
801,0,2018-04-24 22:19:08,BID,9492.2,XBTUSD KRKN Curncy
802,0,2018-04-24 22:19:08,ASK,9493.0,XBTUSD KRKN Curncy
803,0,2018-04-24 22:19:08,TRADE,9492.2,XBTUSD KRKN Curncy
804,0,2018-04-24 22:24:22,BID,9535.1,XBTUSD KRKN Curncy
805,0,2018-04-24 22:24:22,ASK,9537.0,XBTUSD KRKN Curncy
806,0,2018-04-24 22:24:22,TRADE,9537.0,XBTUSD KRKN Curncy
807,0,2018-04-24 22:29:31,BID,9530.3,XBTUSD KRKN Curncy
808,0,2018-04-24 22:29:31,ASK,9543.7,XBTUSD KRKN Curncy
809,0,2018-04-24 22:29:31,TRADE,9530.2,XBTUSD KRKN Curncy
810,0,2018-04-24 22:34:27,BID,9563.4,XBTUSD KRKN Curncy
811,0,2018-04-24 22:34:27,ASK,9569.0,XBTUSD KRKN Curncy
812,0,2018-04-24 22:34:27,TRADE,9568.5,XBTUSD KRKN Curncy
813,0,2018-04-24 22:39:31,BID,9575.0,XBTUSD KRKN Curncy
814,0,2018-04-24 22:39:31,ASK,9576.0,XBTUSD KRKN Curncy
815,0,2018-04-24 22:39:31,TRADE,9576.0,XBTUSD KRKN Curncy
816,0,2018-04-24 22:44:41,BID,9461.1,XBTUSD KRKN Curncy
817,0,2018-04-24 22:44:41,ASK,9466.8,XBTUSD KRKN Curncy
818,0,2018-04-24 22:44:41,TRADE,9461.1,XBTUSD KRKN Curncy
819,0,2018-04-24 22:49:36,BID,9582.8,XBTUSD KRKN Curncy
820,0,2018-04-24 22:49:36,ASK,9582.9,XBTUSD KRKN Curncy
821,0,2018-04-24 22:49:36,TRADE,9581.5,XBTUSD KRKN Curncy
822,0,2018-04-24 22:54:22,BID,9573.3,XBTUSD KRKN Curncy
823,0,2018-04-24 22:54:22,ASK,9573.4,XBTUSD KRKN Curncy
824,0,2018-04-24 22:54:22,TRADE,9576.8,XBTUSD KRKN Curncy
825,0,2018-04-24 22:59:12,BID,9576.0,XBTUSD KRKN Curncy
826,0,2018-04-24 22:59:12,ASK,9579.0,XBTUSD KRKN Curncy
827,0,2018-04-24 22:59:12,TRADE,9575.1,XBTUSD KRKN Curncy
828,0,2018-04-24 23:03:56,BID,9540.6,XBTUSD KRKN Curncy
829,0,2018-04-24 23:03:56,ASK,9544.6,XBTUSD KRKN Curncy
830,0,2018-04-24 23:03:56,TRADE,9532.7,XBTUSD KRKN Curncy
831,0,2018-04-24 23:08:55,BID,9545.9,XBTUSD KRKN Curncy
832,0,2018-04-24 23:08:55,ASK,9546.6,XBTUSD KRKN Curncy
833,0,2018-04-24 23:08:55,TRADE,9546.7,XBTUSD KRKN Curncy
834,0,2018-04-24 23:14:34,BID,9552.9,XBTUSD KRKN Curncy
835,0,2018-04-24 23:14:34,ASK,9555.0,XBTUSD KRKN Curncy
836,0,2018-04-24 23:14:34,TRADE,9547.6,XBTUSD KRKN Curncy
837,0,2018-04-24 23:19:26,BID,9561.7,XBTUSD KRKN Curncy
838,0,2018-04-24 23:19:26,ASK,9564.2,XBTUSD KRKN Curncy
839,0,2018-04-24 23:19:26,TRADE,9560.0,XBTUSD KRKN Curncy
840,0,2018-04-24 23:24:30,BID,9588.2,XBTUSD KRKN Curncy
841,0,2018-04-24 23:24:30,ASK,9588.3,XBTUSD KRKN Curncy
842,0,2018-04-24 23:24:30,TRADE,9588.3,XBTUSD KRKN Curncy
843,0,2018-04-24 23:29:13,BID,9630.8,XBTUSD KRKN Curncy
844,0,2018-04-24 23:29:13,ASK,9631.7,XBTUSD KRKN Curncy
845,0,2018-04-24 23:29:13,TRADE,9630.7,XBTUSD KRKN Curncy
846,0,2018-04-24 23:33:58,BID,9649.4,XBTUSD KRKN Curncy
847,0,2018-04-24 23:33:58,ASK,9649.5,XBTUSD KRKN Curncy
848,0,2018-04-24 23:33:58,TRADE,9649.5,XBTUSD KRKN Curncy
849,0,2018-04-24 23:39:07,BID,9661.7,XBTUSD KRKN Curncy
850,0,2018-04-24 23:39:07,ASK,9662.2,XBTUSD KRKN Curncy
851,0,2018-04-24 23:39:07,TRADE,9662.3,XBTUSD KRKN Curncy
852,0,2018-04-24 23:44:15,BID,9692.9,XBTUSD KRKN Curncy
853,0,2018-04-24 23:44:15,ASK,9693.0,XBTUSD KRKN Curncy
854,0,2018-04-24 23:44:15,TRADE,9692.9,XBTUSD KRKN Curncy
855,0,2018-04-24 23:49:23,BID,9675.3,XBTUSD KRKN Curncy
856,0,2018-04-24 23:49:23,ASK,9681.1,XBTUSD KRKN Curncy
857,0,2018-04-24 23:49:23,TRADE,9681.1,XBTUSD KRKN Curncy
858,0,2018-04-24 23:54:04,BID,9735.0,XBTUSD KRKN Curncy
859,0,2018-04-24 23:54:04,ASK,9736.9,XBTUSD KRKN Curncy
860,0,2018-04-24 23:54:04,TRADE,9735.0,XBTUSD KRKN Curncy
861,0,2018-04-24 23:59:03,BID,9672.0,XBTUSD KRKN Curncy
862,0,2018-04-24 23:59:03,ASK,9673.9,XBTUSD KRKN Curncy
863,0,2018-04-24 23:59:03,TRADE,9672.0,XBTUSD KRKN Curncy
